TERM,TERM_DESCRSHORT,CRN,SUBJECT,COURSE_NUMBR,SECTION_NUMBER,CRSE_DESCR,UM_MODALITY,SCHD_DESC,SECTION_ENROLLMENT,SECTION_CAP,SECTION_CREDITS,CREDITS_HIGH,CREDITS_LOW,CLASS_INST_ID,CLASS_INSTR_NAME,APPT_DEPT_DESCRIPTION,COLLEGE_SCHOOL,JOBCODE,JOBCODE_DESCRIPTION
202420,Winter 2024,24662,ENG,112,W10,Critical Writing & Reading,Fully Online,Online/Web Based,11,14,33,3,3,71605264,"Booms, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24852,ENG,112,W12,Critical Writing & Reading,Fully Online,Online/Web Based,10,10,30,3,3,71605264,"Booms, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,22381,ENG,112,W5,Critical Writing & Reading,Fully Online,Online/Web Based,22,24,66,3,3,71605264,"Booms, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24722,ART,251,W1,Fundamentals Of Stage Makeup,Fully Online,Online/Web Based,11,30,33,3,3,67143886,"Borton, Lisa",Flint Theatre and Dance,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24137,ART,271,W1,Introduction To Theatre Design,Fully Online,Online/Web Based,11,20,33,3,3,67143886,"Borton, Lisa",Flint Theatre and Dance,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22541,THE,121,99,Tech Practicum: Stagecraft,Independent Study,Performance,1,5,1,1,1,67143886,"Borton, Lisa",Flint Theatre and Dance,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21709,THE,122,99,Tech Prac:  Costume/Makeup,Independent Study,Performance,1,5,1,1,1,67143886,"Borton, Lisa",Flint Theatre and Dance,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24263,THE,251,W1,Fundamental of Stage Makeup,Fully Online,Online/Web Based,17,30,51,3,3,67143886,"Borton, Lisa",Flint Theatre and Dance,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24136,THE,271,W1,Introduction to Theatre Design,Fully Online,Online/Web Based,10,20,30,3,3,67143886,"Borton, Lisa",Flint Theatre and Dance,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22982,HCR,201,W1,Intro to Health Careers,Fully Online,Online/Web Based,28,30,28,1,1,55444360,"Brennan, Molly",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,24550,HCR,203,W1,Personal Health,Fully Online,Online/Web Based,29,30,87,3,3,55444360,"Brennan, Molly",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,21049,HCR,390,99,Health Care Internship/Cap,Independent Study,Field Work,11,25,33,3,3,55444360,"Brennan, Molly",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,21606,HCR,400,W1,Afford Care: Role of Hlth Ins,Fully Online,Online/Web Based,23,30,69,3,3,55444360,"Brennan, Molly",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,22401,PSY,316,01,Biological Psychology,In Person,Lecture/Discussion,32,40,96,3,3,65950340,"Broadbent, Julie",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,22402,PSY,316,W1,Biological Psychology,Fully Online,Online/Web Based,29,30,87,3,3,65950340,"Broadbent, Julie",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23361,PSY,343,W1,Neuropsychology,Fully Online,Online/Web Based,27,30,81,3,3,65950340,"Broadbent, Julie",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24861,ADM,590,99,Ind Study in Administration,Independent Study,Study,3,5,9,3,3,75824938,"Broughton-Adams, Nicole","Flint MA-Art Administration, Flint Theatre and Dance",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21490,THE,124,01,Stage Management Practicum,In Person,Laboratory,2,5,3,3,1,75824938,"Broughton-Adams, Nicole","Flint MA-Art Administration, Flint Theatre and Dance",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24264,THE,255,01,Stage Management,In Person,Lecture/Discussion,8,20,24,3,3,75824938,"Broughton-Adams, Nicole","Flint MA-Art Administration, Flint Theatre and Dance",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22561,THE,426,01,Special Projects Theatre Mgt,In Person,Lecture/Discussion,1,5,3,3,1,75824938,"Broughton-Adams, Nicole","Flint MA-Art Administration, Flint Theatre and Dance",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24794,THE,427,IS,Prof Readiness Theatre Artist,Independent Study,Lecture/Lab,2,5,6,3,3,75824938,"Broughton-Adams, Nicole","Flint MA-Art Administration, Flint Theatre and Dance",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23747,NUR,753,W1,Medication Management,Fully Online,Online/Web Based,24,25,48,2,2,48315284,"Brown, Jill",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23748,NUR,790,W1,Mental Hlth Concerns II-Theory,Fully Online,Online/Web Based,20,25,60,3,3,48315284,"Brown, Jill",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23749,NUR,791,M1,Mental Health Practicum II,Mixed Mode,Field Work,10,10,30,4,3,48315284,"Brown, Jill",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24806,HCR,370,W2,Hlthcare Profess & Leadrship,Fully Online,Online/Web Based,13,30,39,3,3,21827810,"Buckingham, Robert",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,201000,PROFESSOR
202420,Winter 2024,24808,SWR,350,W2,Social Work with Groups,Fully Online,Online/Web Based,25,25,75,3,3,27452544,"Bueby, Kayla",Flint Social Work,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,20012,MUS,201,01,Wind Symphony,In Person,Performance,19,50,19,1,1,61682161,"Burtch, Douglas",Flint Music,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24761,MUS,365,01,Wind Literature,In Person,Lecture/Discussion,10,30,30,3,3,61682161,"Burtch, Douglas",Flint Music,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,20018,MUS,401,01,Wind Symphony,In Person,Performance,15,50,15,1,1,61682161,"Burtch, Douglas",Flint Music,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,23491,EGR,353,01,Thermodynamics,In Person,Lecture/Lab,13,30,52,4,4,58890808,"Burzo, Mihai",Flint Engineering,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24883,EGR,391,97,Independent Study,Independent Study,Study,3,5,6,4,1,58890808,"Burzo, Mihai",Flint Engineering,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,21582,NUR,850,M1,Office Pearls/Procedures,Mixed Mode,Online/Web Based,17,24,34,2,2,11594849,"Buterakos, Roxanne",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23773,NUR,864,W1,Acute Care III-Theory,Fully Online,Online/Web Based,10,15,30,3,3,11594849,"Buterakos, Roxanne",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23774,NUR,865,M1,Acute Care III-Practicum,Mixed Mode,Field Work,10,11,30,3,3,11594849,"Buterakos, Roxanne",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24878,NUR,900,98,Independent Study,Independent Study,Study,2,2,2,4,1,11594849,"Buterakos, Roxanne",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23221,EDE,540,W1,Classroom Management,Fully Online,Online/Web Based,20,30,60,3,3,02658195,"Caldwell, Karen",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24239,IES,202,01,Social Foundations of Edu,In Person,Lecture/Discussion,20,30,60,3,3,02658195,"Caldwell, Karen",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,23314,SST,402,01,Teaching History & Geography,In Person,Lecture/Discussion,16,30,48,3,3,02658195,"Caldwell, Karen",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24395,CHM,332,01,Organic Chemistry II,In Person,Lecture/Discussion,35,60,140,4,4,85275680,"Camelio, Emily",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202000,ASST PROFESSOR
202420,Winter 2024,21091,CHM,333,01,Organic Chemistry Lab II,In Person,Laboratory,19,20,19,1,1,85275680,"Camelio, Emily",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202000,ASST PROFESSOR
202420,Winter 2024,23131,NUR,340,01,Adult Nursing Care II,In Person,Lecture/Discussion,7,8,70,10,10,93661220,"Campbell, Denise",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23132,NUR,340,02,Adult Nursing Care II,In Person,Field Work,7,8,70,10,10,93661220,"Campbell, Denise",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23133,NUR,340,03,Adult Nursing Care II,In Person,Field Work,6,8,60,10,10,93661220,"Campbell, Denise",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23134,NUR,340,04,Adult Nursing Care II,In Person,Field Work,7,8,70,10,10,93661220,"Campbell, Denise",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23135,NUR,340,05,Adult Nursing Care II,In Person,Field Work,7,8,70,10,10,93661220,"Campbell, Denise",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24254,MTH,109,W1,Math Modeling w/ Coll Algebra,Fully Online,Online/Web Based,12,10,36,3,3,86445935,"Campbell, Matthew",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24840,MTH,109,W2,Math Modeling w/ Coll Algebra,Fully Online,Online/Web Based,25,25,75,3,3,86445935,"Campbell, Matthew",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,20217,RTT,405,01,Clinical Experience IV,In Person,Field Work,7,10,56,8,8,53457697,"Carr-West, Deanna",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24344,RTT,444,01,Oncologic Pathology II,In Person,Lecture/Discussion,5,10,15,3,3,53457697,"Carr-West, Deanna",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24698,OTP,635,01,Therap. Relations & Group Dyn.,In Person,Lecture/Discussion,12,13,12,1,1,48161806,"Case, Donna",Flint Occupational Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24699,OTP,640,01,Dev. Across the Life Course I,In Person,Lecture/Discussion,12,13,36,3,3,48161806,"Case, Donna",Flint Occupational Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24704,OTP,785,01,Innovations & Technology,In Person,Laboratory,8,40,24,3,3,48161806,"Case, Donna",Flint Occupational Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24002,PTP,665,01,Fund of Tests and Measures,In Person,Laboratory,31,34,93,3,3,18252678,"Case-Morris, Sarah",Flint Physical Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,23901,PTP,665,02,Fund of Tests and Measures,In Person,Laboratory,31,32,93,3,3,18252678,"Case-Morris, Sarah",Flint Physical Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24489,MKT,330,F1,Principles of Marketing,Hyperflex,Online/Web Based,27,45,81,3,3,44327105,"Cavusgil, Erin",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24487,MKT,330,W1,Principles of Marketing,Fully Online,Online/Web Based,3,5,9,3,3,44327105,"Cavusgil, Erin",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24488,MKT,330,W2,Principles of Marketing,Fully Online,Online/Web Based,41,45,123,3,3,44327105,"Cavusgil, Erin",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24590,CSC,137,W1,Fundamentals of Unix/Linux,Fully Online,Online/Web Based,26,35,78,3,3,92213534,"Chaaben, Amal",Flint Computer Science,Flint College of Innov. & Tech,202820,LEO Lecturer I
202420,Winter 2024,24497,SCM,211,F1,Business Statistics,Hyperflex,Flex Mode,54,55,162,3,3,69116498,"Charara, Zaher",Flint School of Management,Flint Management Dean,202860,LEO Lecturer III
202420,Winter 2024,24498,SCM,313,F1,Intro to Business Analytics,Hyperflex,Flex Mode,37,45,111,3,3,69116498,"Charara, Zaher",Flint School of Management,Flint Management Dean,202860,LEO Lecturer III
202420,Winter 2024,24505,SCM,481,F1,Global Logistics,Hyperflex,Flex Mode,10,35,30,3,3,69116498,"Charara, Zaher",Flint School of Management,Flint Management Dean,202860,LEO Lecturer III
202420,Winter 2024,24506,SCM,581,F1,Global Logistics Management,Hyperflex,Flex Mode,10,35,30,3,3,69116498,"Charara, Zaher",Flint School of Management,Flint Management Dean,202860,LEO Lecturer III
202420,Winter 2024,24433,ACC,320,W1,Cost Accounting,Fully Online,Online/Web Based,15,45,45,3,3,24010440,"Chen, Clement",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,21564,ACC,530,W1,Int Financial Reporting,Fully Online,Online/Web Based,19,45,57,3,3,24010440,"Chen, Clement",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,21566,ACC,562,W1,Forensic Accounting,Fully Online,Online/Web Based,14,45,42,3,3,24010440,"Chen, Clement",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,22879,BIO,326,01,Cell Biology,In Person,Lecture/Discussion,20,20,80,4,4,98059972,"Chen, You-Shin",Flint Biology,Flint College of Innov. & Tech,202000,ASST PROFESSOR
202420,Winter 2024,22880,BIO,326,02,Cell Biology,In Person,Lecture/Discussion,7,20,28,4,4,98059972,"Chen, You-Shin",Flint Biology,Flint College of Innov. & Tech,202000,ASST PROFESSOR
202420,Winter 2024,24327,ENG,111,04,College Rhetoric,In Person,Lecture/Discussion,23,24,69,3,3,63845898,"Clark, Jay",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24210,ENG,111,W3,College Rhetoric,Fully Online,Online/Web Based,21,24,63,3,3,63845898,"Clark, Jay",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24212,ENG,112,01,Critical Writing & Reading,In Person,Lecture/Discussion,24,24,72,3,3,63845898,"Clark, Jay",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,23535,ENG,112,05,Critical Writing & Reading,In Person,Lecture/Discussion,13,24,39,3,3,63845898,"Clark, Jay",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,23430,MTH,121,01,Calculus I,In Person,Lecture/Discussion,34,35,136,4,4,34315672,"Coffield Jr, Daniel",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,23431,MTH,122,01,Calculus II,In Person,Lecture/Discussion,30,35,120,4,4,34315672,"Coffield Jr, Daniel",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24087,MTH,393,H1,Actuarial Exam P Prep Seminar,Hyperflex,On Campus or Online,8,35,8,1,1,34315672,"Coffield Jr, Daniel",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,20493,SAT,202,W1,Problems of Substance Abuse,Fully Online,Online/Web Based,29,30,87,3,3,70744385,"Collings, Amy",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,22704,SAT,340,W1,Inter Strat Mthds in Sub Abuse,Fully Online,Online/Web Based,19,25,57,3,3,70744385,"Collings, Amy",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24703,OTP,775,01,Assmnts & Interventions III,In Person,Laboratory,8,40,32,4,4,90236932,"Colwell, Jennifer",Flint Occupational Therapy,Flint College Health Sciences,202780,LEO Adjunct Lecturer
202420,Winter 2024,24357,EDL,502,W1,Schools & Communities,Fully Online,Online/Web Based,8,30,24,3,3,59233903,"Cook, Michele",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24363,EDL,790,W1,Capstone Seminar,Fully Online,Online/Web Based,10,30,30,3,3,59233903,"Cook, Michele",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24173,BIO,113,M1,Principles of Biology,Mixed Mode,Mixed Mode,24,24,96,4,4,63864169,"Cossaboom, Russell",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24172,BIO,113,M2,Principles of Biology,Mixed Mode,Mixed Mode,23,24,92,4,4,63864169,"Cossaboom, Russell",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24174,BIO,113,M3,Principles of Biology,Mixed Mode,Mixed Mode,24,24,96,4,4,63864169,"Cossaboom, Russell",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24178,BIO,328,01,Genetics,In Person,Lecture/Discussion,11,26,44,4,4,63864169,"Cossaboom, Russell",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23602,BIO,406,01,Microbiology Laboratory,In Person,Laboratory,20,20,20,1,1,63864169,"Cossaboom, Russell",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,21455,NUR,370,W1,Health Policy for Nursing,Fully Online,Online/Web Based,26,30,52,2,2,76586318,"Craft-Blacksheare, Melva",Flint Nursing,Flint Nursing,201550,VISITING ASSOC PROF
202420,Winter 2024,23709,NUR,370,W2,Health Policy for Nursing,Fully Online,Online/Web Based,29,30,58,2,2,76586318,"Craft-Blacksheare, Melva",Flint Nursing,Flint Nursing,201550,VISITING ASSOC PROF
202420,Winter 2024,24042,PHL,101,02,Intro to Philosophy,In Person,Lecture/Discussion,17,30,51,3,3,10507656,"Cushing, Simon",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23502,PHL,101,03,Intro to Philosophy,In Person,Lecture/Discussion,21,30,63,3,3,10507656,"Cushing, Simon",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24325,PHL,202,W1,Intro to Logic,Fully Online,Online/Web Based,27,30,81,3,3,10507656,"Cushing, Simon",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24035,AFA,334,W1,His of Ethnicity & Race in US,Fully Online,Online/Web Based,16,30,48,3,3,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24036,AFA,534,W1,Hist of Ethnicity & Race in US,Fully Online,Online/Web Based,6,30,18,3,3,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24876,AMC,591,97,Thesis,Independent Study,Research,2,5,6,3,3,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24644,ARB,112,01,Beginning Standard Arabic II,In Person,Lecture/Discussion,11,14,44,4,4,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24645,ARB,112,02,Beginning Standard Arabic II,In Person,Lecture/Discussion,10,14,40,4,4,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21989,FRN,111,W1,Beginning French I,Fully Online,Online/Web Based,19,28,76,4,4,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21807,FRN,112,W2,Beginning French II,Fully Online,Online/Web Based,30,28,120,4,4,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24032,HIS,334,W1,His of Ethnicity & Race in US,Fully Online,Online/Web Based,14,30,42,3,3,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24033,HIS,534,W1,Hist of Ethnicity & Race in US,Fully Online,Online/Web Based,2,30,6,3,3,23232317,"Daassa, Mohamed","Flint Foreign Language, Flint History",Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,20479,NUR,316,W1,Research in Nursing,Fully Online,Online/Web Based,30,30,90,3,3,51051376,"Dabney, Beverly",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24755,NUR,316,W4,Research in Nursing,Fully Online,Online/Web Based,16,30,48,3,3,51051376,"Dabney, Beverly",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,20744,NSC,180,W1,Legal/Moral Decisions in HCR,Fully Online,Online/Web Based,29,30,87,3,3,18515589,"Dalton, Harold",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24402,NSC,180,W2,Legal/Moral Decisions in HCR,Fully Online,Online/Web Based,24,30,72,3,3,18515589,"Dalton, Harold",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24835,NSC,180,W3,Legal/Moral Decisions in HCR,Fully Online,Online/Web Based,16,30,48,3,3,18515589,"Dalton, Harold",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24891,NSC,180,W4,Legal/Moral Decisions in HCR,Fully Online,Online/Web Based,22,30,66,3,3,18515589,"Dalton, Harold",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24831,NUR,300,W3,Theoretical Concepts-Prof NUR,Fully Online,Online/Web Based,18,44,54,3,3,18515589,"Dalton, Harold",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,22750,MTH,120,02,Pre-Calculus Mathematics,In Person,Lecture/Discussion,15,35,60,4,4,70115334,"Daoud, Shawil",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
